機台編號,發生時間,時間區間(分),運轉狀態,運轉狀態群組,生產狀態,工號,累積生產數,生產數,巡機員,異常訊息
PA13,2016/11/2 13:17,10.68,自動運轉中,生產,生產,V160802,3393,59,121,
PA13,2016/11/2 13:28,0.33,異常,異常,生產,V160802,3452,1,121,
PA13,2016/11/2 13:28,3.33,自動運轉中,生產,生產,V160802,3453,18,121,
PA13,2016/11/2 13:32,1.33,異常,異常,生產,V160802,3471,0,121,送料X軸異常
PA13,2016/11/2 13:33,0.83,自動運轉中,生產,生產,V160802,3471,3,121,
PA13,2016/11/2 13:34,0.17,異常,異常,生產,V160802,3474,0,121,通鐵屑異常
PA13,2016/11/2 13:34,6.85,自動運轉中,生產,生產,V160802,3474,39,121,
PA13,2016/11/2 13:41,1.5,自動RDY,異常,生產,V160802,3513,0,121,不明原因
PA13,2016/11/2 13:42,1.17,自動RDY,調機,調機,V160802,3513,1,121,
PA13,2016/11/2 13:43,1.33,自動運轉中,生產,調機,V160802,3514,6,121,
PA13,2016/11/2 13:45,68.08,自動空沖RDY,調機,調機,V160802,3520,0,121,
PA13,2016/11/2 14:53,251.2,模子沖板RDY,待模具,待模具,V160802,3520,0,121,
PA13,2016/11/2 19:04,736.08,斷線,關機,待模具,V160802,3520,0,121,
PA13,2016/11/3 07:20,58.4,運轉停止,待模具,待模具,V160802,3520,5,121,
PA13,2016/11/3 08:19,0.5,自動運轉中,生產,待模具,V160802,3525,2,121,
PA13,2016/11/3 08:19,3.18,自動RDY,待模具,待模具,V160802,3527,0,121,
PA13,2016/11/3 08:22,4.67,自動運轉中,生產,待模具,V160802,3527,23,121,
PA13,2016/11/3 08:27,0.33,自動RDY,待模具,待模具,V160802,3550,0,121,
PA13,2016/11/3 08:27,22.7,自動運轉中,生產,待模具,V160802,3550,124,121,
PA13,2016/11/3 08:50,0.33,異常,待模具,待模具,V160802,3674,2,121,
PA13,2016/11/3 08:50,0.17,自動運轉中,生產,待模具,V160802,3676,0,121,
PA13,2016/11/3 08:50,1.68,自動RDY,待模具,待模具,V160802,3676,1,121,
PA13,2016/11/3 08:52,18.17,自動運轉中,生產,待模具,V160802,3677,100,121,
PA13,2016/11/3 09:10,35.03,自動RDY,待模具,待模具,V160802,3777,0,121,
PA13,2016/11/3 09:45,64.75,自動RDY,調機,調機,V160802,3777,0,121,
PA13,2016/11/3 10:50,39.45,模子沖板RDY,待模具,待模具,V160802,3777,0,121,
PA13,2016/11/3 11:29,58.45,斷線,關機,待模具,V160802,3777,0,121,
PA13,2016/11/3 12:28,50.73,運轉停止,待模具,待模具,V160802,3777,1,121,
PA13,2016/11/3 13:19,0.33,自動RDY,異常,生產,V160802,3778,1,121,
PA13,2016/11/3 13:19,2,自動運轉中,生產,生產,V160802,3779,10,121,
PA13,2016/11/3 13:21,1.5,異常,異常,生產,V160802,3789,0,121,通鐵屑異常
PA13,2016/11/3 13:23,1.17,自動運轉中,生產,生產,V160802,3789,7,121,
PA13,2016/11/3 13:24,0.67,異常,異常,生產,V160802,3796,0,121,無料異常
PA13,2016/11/3 13:24,5.83,自動運轉中,生產,生產,V160802,3796,31,121,
PA13,2016/11/3 13:30,3.68,異常,異常,生產,V160802,3827,0,121,通鐵屑異常
PA13,2016/11/3 13:34,4.67,自動運轉中,生產,生產,V160802,3827,26,121,
PA13,2016/11/3 13:39,1,異常,異常,生產,V160802,3853,0,121,通鐵屑異常
PA13,2016/11/3 13:40,1.67,自動運轉中,生產,生產,V160802,3853,6,121,
PA13,2016/11/3 13:41,3.67,異常,異常,生產,V160802,3859,0,121,通鐵屑異常
PA13,2016/11/3 13:45,36.38,自動運轉中,生產,生產,V160802,3859,201,121,
PA13,2016/11/3 14:21,0.67,異常,異常,生產,V160802,4060,0,121,通鐵屑異常
PA13,2016/11/3 14:22,7.68,自動運轉中,生產,生產,V160802,4060,40,121,
PA13,2016/11/3 14:30,0.5,自動空沖運轉中,異常,生產,V160802,4100,1,121,不明原因
PA13,2016/11/3 14:30,3.67,自動運轉中,生產,生產,V160802,4101,19,121,
PA13,2016/11/3 14:34,5.83,異常,異常,生產,V160802,4120,0,121,無料異常
PA13,2016/11/3 14:40,301.1,異常,調機,調機,V160802,4120,0,121,
PA13,2016/11/3 19:41,701.65,斷線,關機,調機,V160802,4120,0,121,
PA13,2016/11/4 07:22,163.52,運轉停止,調機,調機,V160802,4120,3,121,
PA13,2016/11/4 10:06,6.85,自動運轉中,生產,調機,V160802,4123,37,121,
PA13,2016/11/4 10:13,0.17,異常,異常,生產,V160802,4160,0,121,無料異常
PA13,2016/11/4 10:13,10.35,自動運轉中,生產,生產,V160802,4160,56,121,
PA13,2016/11/4 10:23,3.17,自動RDY,異常,生產,V160802,4216,0,121,不明原因
PA13,2016/11/4 10:26,4.67,自動RDY,調機,調機,V160802,4216,0,121,
PA13,2016/11/4 10:31,24.2,自動運轉中,生產,調機,V160802,4216,135,121,
PA13,2016/11/4 10:55,0.83,異常,異常,生產,V160802,4351,0,121,通鐵屑異常
PA13,2016/11/4 10:56,22.85,自動運轉中,生產,生產,V160802,4351,126,121,
PA13,2016/11/4 11:19,0.5,自動空沖運轉中,異常,生產,V160802,4477,0,121,不明原因
PA13,2016/11/4 11:19,7.52,自動運轉中,生產,生產,V160802,4477,42,121,
PA13,2016/11/4 11:27,2.08,自動空沖RDY,關機準備,生產,V160802,4519,0,121,
PA13,2016/11/4 11:29,57.75,斷線,關機,生產,V160802,4519,0,121,
PA13,2016/11/4 12:27,2.83,運轉停止,開機準備,生產,V160802,4519,0,121,
PA13,2016/11/4 12:30,42.22,自動運轉中,生產,生產,V160802,4519,225,121,
PA13,2016/11/4 13:12,228.68,運轉停止,調機,調機,V160802,4744,0,121,
PA13,2016/11/4 17:01,3738.97,斷線,關機,調機,V160802,4744,0,121,
PA13,2016/11/7 07:19,149.35,運轉停止,調機,調機,V160802,4744,4,121,
PA13,2016/11/7 09:49,1.67,自動運轉中,生產,調機,V160802,4748,8,121,
PA13,2016/11/7 09:51,0.5,異常,調機,調機,V160802,4756,1,121,
PA13,2016/11/7 09:51,2.83,自動運轉中,生產,調機,V160802,4757,16,121,
PA13,2016/11/7 09:54,0.83,半自動空沖RDY,異常,生產,V160802,4773,0,121,不明原因
PA13,2016/11/7 09:55,1.83,自動運轉中,生產,生產,V160802,4773,10,121,
PA13,2016/11/7 09:57,1.5,異常,異常,生產,V160802,4783,0,121,無料異常
PA13,2016/11/7 09:58,0.33,自動運轉中,生產,生產,V160802,4783,1,121,
PA13,2016/11/7 09:58,1.35,異常,異常,生產,V160802,4784,1,121,推料異常
PA13,2016/11/7 10:00,5.67,自動運轉中,生產,生產,V160802,4785,31,121,
PA13,2016/11/7 10:05,2.33,異常,異常,生產,V160802,4816,1,121,通鐵屑異常
PA13,2016/11/7 10:08,0.5,自動運轉中,生產,生產,V160802,4817,2,121,
PA13,2016/11/7 10:08,1.83,異常,異常,生產,V160802,4819,1,121,無料異常
PA13,2016/11/7 10:10,0.83,自動運轉中,生產,生產,V160802,4820,4,121,
PA13,2016/11/7 10:11,1.5,異常,異常,生產,V160802,4824,0,121,通鐵屑異常
PA13,2016/11/7 10:12,2.68,自動運轉中,生產,生產,V160802,4824,15,121,
PA13,2016/11/7 10:15,1.33,異常,異常,生產,V160802,4839,0,121,通鐵屑異常
PA13,2016/11/7 10:16,2.83,自動運轉中,生產,生產,V160802,4839,16,121,
PA13,2016/11/7 10:19,1.33,異常,異常,生產,V160802,4855,0,121,無料異常
PA13,2016/11/7 10:21,0.5,自動運轉中,生產,生產,V160802,4855,2,121,
PA13,2016/11/7 10:21,1,異常,異常,生產,V160802,4857,1,121,通鐵屑異常
PA13,2016/11/7 10:22,0.33,自動運轉中,生產,生產,V160802,4858,1,121,
PA13,2016/11/7 10:22,2.83,異常,異常,生產,V160802,4859,0,121,通鐵屑異常
PA13,2016/11/7 10:25,0.5,自動運轉中,生產,生產,V160802,4859,2,121,
PA13,2016/11/7 10:26,0.33,異常,異常,生產,V160802,4861,1,121,通鐵屑異常
PA13,2016/11/7 10:26,0.5,自動運轉中,生產,生產,V160802,4862,2,121,
PA13,2016/11/7 10:27,2.02,自動RDY,異常,生產,V160802,4864,0,121,不明原因
PA13,2016/11/7 10:29,62.65,半自動空沖RDY,調機,調機,V160802,4864,0,121,
PA13,2016/11/7 11:31,55.6,斷線,關機,調機,V160802,4864,0,121,
PA13,2016/11/7 12:27,198.72,運轉停止,調機,調機,V160802,4864,7,121,
PA13,2016/11/7 15:46,0.5,自動運轉中,生產,調機,V160802,4871,2,121,
PA13,2016/11/7 15:46,0.17,異常,調機,調機,V160802,4873,0,121,
PA13,2016/11/7 15:46,1.85,自動運轉中,生產,調機,V160802,4873,2,121,
PA13,2016/11/7 15:48,0.83,半自動空沖運轉中,調機,調機,V160802,4875,1,121,
PA13,2016/11/7 15:49,6,自動運轉中,生產,調機,V160802,4876,34,121,
PA13,2016/11/7 15:55,0.83,異常,調機,調機,V160802,4910,0,121,
PA13,2016/11/7 15:56,5.67,自動運轉中,生產,調機,V160802,4910,31,121,
PA13,2016/11/7 16:01,1.85,異常,調機,調機,V160802,4941,1,121,
PA13,2016/11/7 16:03,8.67,自動運轉中,生產,調機,V160802,4942,49,121,
PA13,2016/11/7 16:12,2.67,異常,調機,調機,V160802,4991,1,121,
PA13,2016/11/7 16:15,14.35,自動運轉中,生產,調機,V160802,4992,76,121,
PA13,2016/11/7 16:29,150.93,自動空沖RDY,調機,調機,V160802,5068,0,121,
PA13,2016/11/7 19:00,739.17,斷線,關機,調機,V160802,5068,0,121,
PA13,2016/11/8 07:19,72.75,運轉停止,調機,調機,V160802,5068,4,121,
PA13,2016/11/8 08:32,1,自動運轉中,生產,調機,V160802,5072,4,121,
PA13,2016/11/8 08:33,1.83,異常,調機,調機,V160802,5076,1,121,
PA13,2016/11/8 08:35,15.68,自動運轉中,生產,調機,V160802,5077,85,121,
PA13,2016/11/8 08:50,1.33,異常,調機,調機,V160802,5162,0,121,
PA13,2016/11/8 08:52,10.02,自動運轉中,生產,調機,V160802,5162,54,121,
PA13,2016/11/8 09:02,0.17,異常,調機,調機,V160802,5216,0,121,
PA13,2016/11/8 09:02,6,自動運轉中,生產,調機,V160802,5216,33,121,
PA13,2016/11/8 09:08,3.18,異常,調機,調機,V160802,5249,0,121,
PA13,2016/11/8 09:11,0.33,自動運轉中,生產,調機,V160802,5249,1,121,
PA13,2016/11/8 09:11,0.17,異常,調機,調機,V160802,5250,0,121,
PA13,2016/11/8 09:11,1.67,自動運轉中,生產,調機,V160802,5250,8,121,
PA13,2016/11/8 09:13,137.25,自動RDY,調機,調機,V160802,5258,0,121,
PA13,2016/11/8 11:30,56.45,斷線,關機,調機,V160802,5258,0,121,
PA13,2016/11/8 12:27,176.7,運轉停止,調機,調機,V160802,5258,6,121,
PA13,2016/11/8 15:24,0.17,自動RDY,異常,生產,V160802,5264,0,121,
PA13,2016/11/8 15:24,0.83,自動運轉中,生產,生產,V160802,5264,1,121,
PA13,2016/11/8 15:25,0.67,自動空沖RDY,異常,生產,V160802,5265,0,121,不明原因
PA13,2016/11/8 15:25,14.52,自動空沖RDY,調機,調機,V160802,5265,0,121,
PA13,2016/11/8 15:40,4.52,自動運轉中,生產,調機,V160802,5265,22,121,
PA13,2016/11/8 15:44,1.5,異常,異常,生產,V160802,5287,0,121,通鐵屑異常
PA13,2016/11/8 15:46,2.83,自動運轉中,生產,生產,V160802,5287,16,121,
PA13,2016/11/8 15:49,3.17,異常,異常,生產,V160802,5303,0,121,無料異常
PA13,2016/11/8 15:52,50.73,自動運轉中,生產,生產,V160802,5303,287,121,
PA13,2016/11/8 16:42,1.33,異常,異常,生產,V160802,5590,0,121,無料異常
PA13,2016/11/8 16:44,0.33,自動運轉中,生產,生產,V160802,5590,2,121,
PA13,2016/11/8 16:44,0.17,異常,異常,生產,V160802,5592,0,121,工件短NG
PA13,2016/11/8 16:44,2.17,自動運轉中,生產,生產,V160802,5592,12,121,
PA13,2016/11/8 16:46,0.83,異常,異常,生產,V160802,5604,0,121,無料異常
PA13,2016/11/8 16:47,11.52,自動運轉中,生產,生產,V160802,5604,64,121,
PA13,2016/11/8 16:59,2.17,自動空沖RDY,關機準備,生產,V160802,5668,0,121,
PA13,2016/11/8 17:01,880.67,自動空沖RDY,關機,關機,V160802,5668,0,121,
PA13,2016/11/9 07:42,5.17,自動運轉中,生產,關機,V160802,5668,28,121,
PA13,2016/11/9 07:47,0.33,異常,關機,關機,V160802,5696,0,121,
PA13,2016/11/9 07:47,0.17,自動運轉中,生產,關機,V160802,5696,0,121,
PA13,2016/11/9 07:47,0.33,異常,異常,生產,V160802,5696,0,121,無料異常
PA13,2016/11/9 07:48,3.17,自動運轉中,生產,生產,V160802,5696,17,121,
PA13,2016/11/9 07:51,3.33,異常,異常,生產,V160802,5713,1,121,無料異常
PA13,2016/11/9 07:54,18.87,自動運轉中,生產,生產,V160802,5714,104,121,
PA13,2016/11/9 08:13,2.33,異常,異常,生產,V160802,5818,0,121,工件短NG
PA13,2016/11/9 08:15,15.52,自動運轉中,生產,生產,V160802,5818,85,121,
PA13,2016/11/9 08:31,2.83,異常,異常,生產,V160802,5903,0,121,通鐵屑異常
PA13,2016/11/9 08:34,18.87,自動運轉中,生產,生產,V160802,5903,105,121,
PA13,2016/11/9 08:53,0.67,異常,異常,生產,V160802,6008,0,121,無料異常
PA13,2016/11/9 08:53,10.33,自動運轉中,生產,生產,V160802,6008,57,121,
PA13,2016/11/9 09:04,2.35,半自動RDY,異常,生產,V160802,6065,0,121,通鐵屑異常
PA13,2016/11/9 09:06,16.18,自動運轉中,生產,生產,V160802,6065,90,121,
PA13,2016/11/9 09:22,0.17,異常,異常,生產,V160802,6155,0,121,無料異常
PA13,2016/11/9 09:22,18.35,自動運轉中,生產,生產,V160802,6155,100,121,
PA13,2016/11/9 09:41,0.33,異常,異常,生產,V160802,6255,0,121,無料異常
PA13,2016/11/9 09:41,27.2,自動運轉中,生產,生產,V160802,6255,151,121,
PA13,2016/11/9 10:08,0.5,異常,異常,生產,V160802,6406,0,121,通鐵屑異常
PA13,2016/11/9 10:09,33.03,自動運轉中,生產,生產,V160802,6406,183,121,
PA13,2016/11/9 10:42,1,異常,異常,生產,V160802,6589,0,121,推料異常
PA13,2016/11/9 10:43,7.02,自動運轉中,生產,生產,V160802,6589,37,121,
PA13,2016/11/9 10:50,1.17,異常,異常,生產,V160802,6626,0,121,推料異常
PA13,2016/11/9 10:51,8.52,自動運轉中,生產,生產,V160802,6626,47,121,
PA13,2016/11/9 10:59,0.83,異常,異常,生產,V160802,6673,1,121,無料異常
PA13,2016/11/9 11:00,2.83,自動運轉中,生產,生產,V160802,6674,15,121,
PA13,2016/11/9 11:03,0.83,異常,異常,生產,V160802,6689,0,121,通鐵屑異常
PA13,2016/11/9 11:04,6.83,自動運轉中,生產,生產,V160802,6689,35,121,
PA13,2016/11/9 11:11,0.67,異常,異常,生產,V160802,6724,0,121,通鐵屑異常
PA13,2016/11/9 11:11,0.33,自動運轉中,生產,生產,V160802,6724,1,121,
PA13,2016/11/9 11:12,0.5,自動RDY,異常,生產,V160802,6725,1,121,不明原因
PA13,2016/11/9 11:12,4.52,自動運轉中,生產,生產,V160802,6726,24,121,
PA13,2016/11/9 11:17,1,異常,異常,生產,V160802,6750,0,121,通鐵屑異常
PA13,2016/11/9 11:18,3.33,自動運轉中,生產,生產,V160802,6750,18,121,
PA13,2016/11/9 11:21,0.67,異常,異常,生產,V160802,6768,1,121,通鐵屑異常
PA13,2016/11/9 11:22,5.68,自動運轉中,生產,生產,V160802,6769,32,121,
PA13,2016/11/9 11:27,0.83,異常,異常,生產,V160802,6801,0,121,通鐵屑異常
PA13,2016/11/9 11:28,0.17,自動運轉中,生產,生產,V160802,6801,1,121,
PA13,2016/11/9 11:28,2.58,自動RDY,關機準備,生產,V160802,6802,0,121,
PA13,2016/11/9 11:31,55.47,斷線,關機,生產,V160802,6802,0,121,
PA13,2016/11/9 12:26,2.83,運轉停止,開機準備,生產,V160802,6802,0,121,
PA13,2016/11/9 12:29,6.83,自動運轉中,生產,生產,V160802,6802,37,121,
PA13,2016/11/9 12:36,1.18,異常,異常,生產,V160802,6839,0,121,通鐵屑異常
PA13,2016/11/9 12:37,1.33,自動運轉中,生產,生產,V160802,6839,7,121,
PA13,2016/11/9 12:39,0.5,異常,異常,生產,V160802,6846,0,121,通鐵屑異常
PA13,2016/11/9 12:39,8.17,自動運轉中,生產,生產,V160802,6846,45,121,
PA13,2016/11/9 12:47,1.83,異常,異常,生產,V160802,6891,0,121,通鐵屑異常
PA13,2016/11/9 12:49,5.02,自動運轉中,生產,生產,V160802,6891,27,121,
PA13,2016/11/9 12:54,1,異常,異常,生產,V160802,6918,0,121,通鐵屑異常
PA13,2016/11/9 12:55,4.5,自動運轉中,生產,生產,V160802,6918,24,121,
PA13,2016/11/9 13:00,0.67,異常,異常,生產,V160802,6942,0,121,通鐵屑異常
PA13,2016/11/9 13:00,7.85,自動運轉中,生產,生產,V160802,6942,44,121,
PA13,2016/11/9 13:08,1.33,異常,異常,生產,V160802,6986,0,121,通鐵屑異常
PA13,2016/11/9 13:10,0.83,自動運轉中,生產,生產,V160802,6986,2,121,
PA13,2016/11/9 13:10,1,異常,異常,生產,V160802,6988,0,121,通鐵屑異常
PA13,2016/11/9 13:11,2.33,自動運轉中,生產,生產,V160802,6988,13,121,
PA13,2016/11/9 13:14,0.83,異常,異常,生產,V160802,7001,0,121,通鐵屑異常
PA13,2016/11/9 13:15,0.33,自動運轉中,生產,生產,V160802,7001,1,121,
PA13,2016/11/9 13:15,0.17,異常,異常,生產,V160802,7002,0,121,通鐵屑異常
PA13,2016/11/9 13:15,8.35,自動運轉中,生產,生產,V160802,7002,46,121,
PA13,2016/11/9 13:23,4,異常,異常,生產,V160802,7048,0,121,通鐵屑異常
PA13,2016/11/9 13:27,2.67,自動運轉中,生產,生產,V160802,7048,14,121,
PA13,2016/11/9 13:30,0.67,異常,異常,生產,V160802,7062,0,121,通鐵屑異常
PA13,2016/11/9 13:31,11.52,自動運轉中,生產,生產,V160802,7062,64,121,
PA13,2016/11/9 13:42,0.5,異常,異常,生產,V160802,7126,1,121,通鐵屑異常
PA13,2016/11/9 13:43,0.67,自動運轉中,生產,生產,V160802,7127,3,121,
PA13,2016/11/9 13:43,1,異常,異常,生產,V160802,7130,0,121,無料異常
PA13,2016/11/9 13:44,12.85,自動運轉中,生產,生產,V160802,7130,71,121,
PA13,2016/11/9 13:57,0.67,異常,異常,生產,V160802,7201,0,121,通鐵屑異常
PA13,2016/11/9 13:58,4.02,自動運轉中,生產,生產,V160802,7201,23,121,
PA13,2016/11/9 14:02,0.83,異常,異常,生產,V160802,7224,1,121,通鐵屑異常
PA13,2016/11/9 14:03,1.5,自動運轉中,生產,生產,V160802,7225,7,121,
PA13,2016/11/9 14:04,2.33,異常,異常,生產,V160802,7232,0,121,無料異常
PA13,2016/11/9 14:07,3.17,自動運轉中,生產,生產,V160802,7232,17,121,
PA13,2016/11/9 14:10,1.5,異常,異常,生產,V160802,7249,1,121,通鐵屑異常
PA13,2016/11/9 14:11,9.68,自動運轉中,生產,生產,V160802,7250,53,121,
PA13,2016/11/9 14:21,3,異常,異常,生產,V160802,7303,2,121,無料異常
PA13,2016/11/9 14:24,0.67,自動運轉中,生產,生產,V160802,7305,3,121,
PA13,2016/11/9 14:25,1.83,異常,異常,生產,V160802,7308,1,121,工件短NG
PA13,2016/11/9 14:26,1.17,自動運轉中,生產,生產,V160802,7309,5,121,
PA13,2016/11/9 14:28,0.17,異常,異常,生產,V160802,7314,1,121,通鐵屑異常
PA13,2016/11/9 14:28,7.85,自動運轉中,生產,未排程,V160802,7315,43,121,
PA13,2016/11/9 14:36,2.17,異常,未排程,未排程,V160802,7358,1,121,
PA13,2016/11/9 14:38,0.17,自動運轉中,生產,未排程,V160802,7359,0,121,
PA13,2016/11/9 14:38,0.33,異常,未排程,未排程,V160802,7359,1,121,
PA13,2016/11/9 14:38,0.17,自動運轉中,生產,未排程,V160802,7360,0,121,
PA13,2016/11/9 14:38,16.52,異常,未排程,未排程,V160802,7360,0,121,
PA13,2016/11/9 14:55,123.98,異常,換型號,換型號,V160802,7360,0,121,
PA13,2016/11/9 16:59,934.9,異常,關機,關機,V160802,7360,0,121,
PA13,2016/11/10 08:34,177.28,異常,換型號,換型號,V160802,0,0,121,
PA13,2016/11/10 11:31,55.63,斷線,關機,換型號,V160802,5,0,121,
PA13,2016/11/10 12:27,24.53,運轉停止,換型號,換型號,V160802,5,0,121,
PA13,2016/11/10 12:51,0.5,自動運轉中,生產,換型號,V160802,5,3,121,
PA13,2016/11/10 12:52,1.83,自動RDY,換型號,換型號,V160802,8,0,121,
PA13,2016/11/10 12:54,0.67,自動運轉中,生產,換型號,V160802,8,4,121,
PA13,2016/11/10 12:54,7.85,自動RDY,換型號,換型號,V160802,12,0,121,
PA13,2016/11/10 13:02,1.83,自動運轉中,生產,換型號,V160802,12,12,121,
PA13,2016/11/10 13:04,1.5,自動RDY,換型號,換型號,V160802,24,0,121,
PA13,2016/11/10 13:05,0.33,自動RDY,異常,生產,V161006,24,1,121,
PA13,2016/11/10 13:06,1.5,自動運轉中,生產,生產,V161006,25,10,121,
PA13,2016/11/10 13:07,1.33,異常,異常,生產,V161006,35,0,121,傳動軸前端異常
PA13,2016/11/10 13:09,21.2,自動運轉中,生產,生產,V161006,35,141,121,
PA13,2016/11/10 13:30,1,異常,異常,生產,V161006,176,0,121,無料異常
PA13,2016/11/10 13:31,17.52,自動運轉中,生產,生產,V161006,176,115,121,
PA13,2016/11/10 13:48,0.83,異常,異常,生產,V161006,291,1,121,傳動軸前端異常
PA13,2016/11/10 13:49,15.85,自動運轉中,生產,生產,V161006,292,103,121,
PA13,2016/11/10 14:05,0.67,異常,異常,生產,V161006,395,2,121,傳動軸前端異常
PA13,2016/11/10 14:06,37.05,自動運轉中,生產,生產,V161006,397,239,121,
PA13,2016/11/10 14:43,0.33,異常,異常,生產,V161006,636,2,121,無料異常
PA13,2016/11/10 14:43,7,自動運轉中,生產,生產,V161006,638,44,121,
PA13,2016/11/10 14:50,0.5,自動RDY,異常,生產,V161006,682,1,121,不明原因
PA13,2016/11/10 14:51,12.68,自動運轉中,生產,生產,V161006,683,80,121,
PA13,2016/11/10 15:03,0.17,自動RDY,異常,生產,V161006,763,2,121,無料異常
PA13,2016/11/10 15:03,78.1,自動運轉中,生產,生產,V161006,765,509,121,
PA13,2016/11/10 16:22,0.67,異常,異常,生產,V161006,1274,0,121,工件短NG
PA13,2016/11/10 16:22,38.03,自動運轉中,生產,生產,V161006,1274,249,121,
PA13,2016/11/10 17:00,875,自動RDY,關機,關機,V161006,1523,1,121,
PA13,2016/11/11 07:35,0.17,自動RDY,開機準備,生產,V161006,1524,0,121,
PA13,2016/11/11 07:35,0.5,自動運轉中,生產,生產,V161006,1524,3,121,
PA13,2016/11/11 07:36,2.35,異常,異常,生產,V161006,1527,0,121,工件短NG
PA13,2016/11/11 07:38,46.55,自動運轉中,生產,生產,V161006,1527,302,121,
PA13,2016/11/11 08:25,9.17,異常,異常,生產,V161006,1829,1,121,傳動軸前端異常
PA13,2016/11/11 08:34,37.38,自動運轉中,生產,生產,V161006,1830,243,121,
PA13,2016/11/11 09:11,0.5,異常,異常,生產,V161006,2073,2,121,無料異常
PA13,2016/11/11 09:12,0.33,自動運轉中,生產,生產,V161006,2075,0,121,
PA13,2016/11/11 09:12,0.17,異常,異常,生產,V161006,2075,0,121,無料異常
PA13,2016/11/11 09:12,4.18,自動運轉中,生產,生產,V161006,2075,26,121,
PA13,2016/11/11 09:17,1.83,異常,異常,生產,V161006,2101,1,121,無料異常
PA13,2016/11/11 09:18,0.33,自動運轉中,生產,生產,V161006,2102,2,121,
PA13,2016/11/11 09:19,0.5,自動RDY,異常,生產,V161006,2104,0,121,不明原因
PA13,2016/11/11 09:19,77.92,自動運轉中,生產,生產,V161006,2104,508,121,
PA13,2016/11/11 10:37,4.18,異常,異常,生產,V161006,2612,0,121,傳動軸前端異常
PA13,2016/11/11 10:41,7.17,自動運轉中,生產,生產,V161006,2612,46,121,
PA13,2016/11/11 10:48,24.87,自動空沖RDY,調機,調機,V161006,2658,2,121,
PA13,2016/11/11 11:13,14.68,自動運轉中,生產,生產,V161006,2660,95,121,
PA13,2016/11/11 11:28,0.92,自動RDY,關機準備,生產,V161006,2755,0,121,
PA13,2016/11/11 11:29,57.58,斷線,關機,生產,V161006,2755,0,121,
PA13,2016/11/11 12:27,2.83,運轉停止,開機準備,生產,V161006,2755,0,121,
PA13,2016/11/11 12:29,0.5,自動運轉中,生產,生產,V161006,2755,2,121,
PA13,2016/11/11 12:30,1.85,異常,異常,生產,V161006,2757,0,121,通鐵屑異常
PA13,2016/11/11 12:32,0.33,自動運轉中,生產,生產,V161006,2757,2,121,
PA13,2016/11/11 12:32,0.67,自動RDY,異常,生產,V161006,2759,0,121,不明原因
PA13,2016/11/11 12:33,13.68,自動運轉中,生產,生產,V161006,2759,89,121,
PA13,2016/11/11 12:46,6,異常,異常,生產,V161006,2848,0,121,傳動軸前端異常
PA13,2016/11/11 12:52,78.43,自動運轉中,生產,生產,V161006,2848,516,121,
PA13,2016/11/11 14:11,0.33,異常,異常,生產,V161006,3364,0,121,工件短NG
PA13,2016/11/11 14:11,5,自動運轉中,生產,生產,V161006,3364,32,121,
PA13,2016/11/11 14:16,1.5,異常,異常,生產,V161006,3396,1,121,工件短NG
PA13,2016/11/11 14:18,21.03,自動運轉中,生產,生產,V161006,3397,139,121,
PA13,2016/11/11 14:39,4.83,異常,異常,生產,V161006,3536,0,121,傳動軸前端異常
PA13,2016/11/11 14:44,10.52,自動運轉中,生產,生產,V161006,3536,70,121,
PA13,2016/11/11 14:54,5,異常,異常,生產,V161006,3606,1,121,傳動軸前端異常
PA13,2016/11/11 14:59,56.23,自動運轉中,生產,生產,V161006,3607,371,121,
PA13,2016/11/11 15:55,6,異常,異常,生產,V161006,3978,0,121,傳動軸前端異常
PA13,2016/11/11 16:01,0.33,自動運轉中,生產,生產,V161006,3978,1,121,
PA13,2016/11/11 16:02,1.33,自動RDY,異常,生產,V161006,3979,0,121,不明原因
PA13,2016/11/11 16:03,0.17,自動運轉中,生產,生產,V161006,3979,1,121,
PA13,2016/11/11 16:03,2.35,自動RDY,異常,生產,V161006,3980,1,121,不明原因
PA13,2016/11/11 16:05,42.2,自動運轉中,生產,生產,V161006,3981,279,121,
PA13,2016/11/11 16:48,3759.15,自動RDY,關機,關機,V161006,4260,0,121,
PA13,2016/11/14 07:27,5.68,自動RDY,開機準備,生產,V161006,4260,0,121,
PA13,2016/11/14 07:33,28.87,自動運轉中,生產,生產,V161006,4260,187,121,
PA13,2016/11/14 08:01,0.17,自動空沖運轉中,異常,生產,V161006,4447,0,121,
PA13,2016/11/14 08:02,5,自動運轉中,生產,生產,V161006,4447,31,121,
PA13,2016/11/14 08:07,3.17,異常,異常,生產,V161006,4478,3,121,通鐵屑異常
PA13,2016/11/14 08:10,0.33,自動運轉中,生產,生產,V161006,4481,1,121,
PA13,2016/11/14 08:10,0.17,自動空沖RDY,異常,生產,V161006,4482,0,121,
PA13,2016/11/14 08:10,3.68,自動運轉中,生產,生產,V161006,4482,23,121,
PA13,2016/11/14 08:14,0.33,自動RDY,異常,生產,V161006,4505,0,121,
PA13,2016/11/14 08:14,82.1,自動RDY,調機,調機,V161006,4505,4,121,
PA13,2016/11/14 09:36,4.67,自動運轉中,生產,調機,V161006,4509,30,121,
PA13,2016/11/14 09:41,2.33,異常,異常,生產,V161006,4539,0,121,傳動軸前端異常
