機台編號,發生時間,時間區間(分),運轉狀態,運轉狀態群組,生產狀態,工號,累積生產數,生產數,巡機員,異常訊息
PA02,2016/11/1 07:13,1.33,斷線,關機,,,0,0,0,
PA02,2016/11/1 07:14,24.2,運轉停止,調機,調機,T160920,13498,0,456,
PA02,2016/11/1 07:39,3.33,自動運轉中,生產,調機,T160920,13498,18,456,
PA02,2016/11/1 07:42,1.83,異常,調機,調機,T160920,13516,0,456,
PA02,2016/11/1 07:44,1.83,自動運轉中,生產,調機,T160920,13516,10,456,
PA02,2016/11/1 07:46,7.02,異常,調機,調機,T160920,13526,1,456,
PA02,2016/11/1 07:53,1.83,自動運轉中,生產,調機,T160920,13527,10,456,
PA02,2016/11/1 07:54,4.33,異常,調機,調機,T160920,13537,1,456,
PA02,2016/11/1 07:59,0.67,自動運轉中,生產,調機,T160920,13538,4,456,
PA02,2016/11/1 07:59,2.17,異常,調機,調機,T160920,13542,0,456,
PA02,2016/11/1 08:02,2.5,自動運轉中,生產,調機,T160920,13542,2,456,
PA02,2016/11/1 08:04,0.83,異常,調機,調機,T160920,13544,0,456,
PA02,2016/11/1 08:05,0.33,自動運轉中,生產,調機,T160920,13544,1,456,
PA02,2016/11/1 08:05,6.18,異常,調機,調機,T160920,13545,0,456,
PA02,2016/11/1 08:11,0.5,自動運轉中,生產,調機,T160920,13545,1,456,
PA02,2016/11/1 08:12,5.33,自動空沖RDY,調機,調機,T160920,13546,1,456,
PA02,2016/11/1 08:17,5.52,自動運轉中,生產,調機,T160920,13547,29,456,
PA02,2016/11/1 08:23,0.17,異常,異常,生產,T160920,13576,0,456,通鐵屑異常
PA02,2016/11/1 08:23,2.67,自動運轉中,生產,生產,T160920,13576,14,456,
PA02,2016/11/1 08:26,1,異常,異常,生產,T160920,13590,1,456,通鐵屑異常
PA02,2016/11/1 08:27,2.17,自動運轉中,生產,生產,T160920,13591,11,456,
PA02,2016/11/1 08:29,0.17,異常,異常,生產,T160920,13602,0,456,通鐵屑異常
PA02,2016/11/1 08:29,3.67,自動運轉中,生產,生產,T160920,13602,21,456,
PA02,2016/11/1 08:33,0.33,異常,異常,生產,T160920,13623,0,456,通鐵屑異常
PA02,2016/11/1 08:33,1.52,自動運轉中,生產,生產,T160920,13623,8,456,
PA02,2016/11/1 08:34,0.5,異常,異常,生產,T160920,13631,0,456,通鐵屑異常
PA02,2016/11/1 08:35,0.33,自動運轉中,生產,生產,T160920,13631,2,456,
PA02,2016/11/1 08:35,0.33,自動RDY,異常,生產,T160920,13633,1,456,
PA02,2016/11/1 08:36,2,自動運轉中,生產,生產,T160920,13634,10,456,
PA02,2016/11/1 08:38,0.83,異常,異常,生產,T160920,13644,1,456,通鐵屑異常
PA02,2016/11/1 08:38,3.33,自動運轉中,生產,生產,T160920,13645,18,456,
PA02,2016/11/1 08:42,3.17,異常,異常,生產,T160920,13663,0,456,通鐵屑異常
PA02,2016/11/1 08:45,0.83,自動運轉中,生產,生產,T160920,13663,5,456,
PA02,2016/11/1 08:46,1,異常,異常,生產,T160920,13668,0,456,送料X軸異常
PA02,2016/11/1 08:47,2.68,自動運轉中,生產,生產,T160920,13668,14,456,
PA02,2016/11/1 08:50,3.33,異常,異常,生產,T160920,13682,1,456,通鐵屑異常
PA02,2016/11/1 08:53,0.33,自動運轉中,生產,生產,T160920,13683,1,456,
PA02,2016/11/1 08:53,3.33,自動RDY,異常,生產,T160920,13684,0,456,不明原因
PA02,2016/11/1 08:57,1.5,自動運轉中,生產,生產,T160920,13684,8,456,
PA02,2016/11/1 08:58,0.33,異常,異常,生產,T160920,13692,0,456,通鐵屑異常
PA02,2016/11/1 08:58,4.68,自動運轉中,生產,生產,T160920,13692,26,456,
PA02,2016/11/1 09:03,0.33,異常,異常,生產,T160920,13718,1,456,送料X軸異常
PA02,2016/11/1 09:03,2,自動運轉中,生產,生產,T160920,13719,11,456,
PA02,2016/11/1 09:05,1.67,異常,異常,生產,T160920,13730,2,456,通鐵屑異常
PA02,2016/11/1 09:07,0.17,自動運轉中,生產,生產,T160920,13732,0,456,
PA02,2016/11/1 09:07,3.5,異常,異常,生產,T160920,13732,1,456,通鐵屑異常
PA02,2016/11/1 09:11,4.35,自動運轉中,生產,生產,T160920,13733,23,456,
PA02,2016/11/1 09:15,5.5,自動RDY,異常,生產,T160920,13756,0,456,不明原因
PA02,2016/11/1 09:21,2.17,自動運轉中,生產,生產,T160920,13756,11,456,
PA02,2016/11/1 09:23,0.83,異常,異常,生產,T160920,13767,1,456,通鐵屑異常
PA02,2016/11/1 09:24,2.5,自動運轉中,生產,生產,T160920,13768,14,456,
PA02,2016/11/1 09:26,0.83,異常,異常,生產,T160920,13782,0,456,通鐵屑異常
PA02,2016/11/1 09:27,0.33,自動運轉中,生產,生產,T160920,13782,2,456,
PA02,2016/11/1 09:27,1.5,自動RDY,異常,生產,T160920,13784,0,456,不明原因
PA02,2016/11/1 09:29,1,自動運轉中,生產,生產,T160920,13784,4,456,
PA02,2016/11/1 09:30,0.85,異常,異常,生產,T160920,13788,2,456,通鐵屑異常
PA02,2016/11/1 09:31,8.33,自動運轉中,生產,生產,T160920,13790,45,456,
PA02,2016/11/1 09:39,1,異常,異常,生產,T160920,13835,0,456,通鐵屑異常
PA02,2016/11/1 09:40,0.83,自動運轉中,生產,生產,T160920,13835,4,456,
PA02,2016/11/1 09:41,1.83,異常,異常,生產,T160920,13839,0,456,無料異常
PA02,2016/11/1 09:43,10.52,自動運轉中,生產,生產,T160920,13839,0,456,
PA02,2016/11/1 09:53,0.17,自動空沖RDY,異常,生產,T160920,13839,0,456,
PA02,2016/11/1 09:53,0.33,自動運轉中,生產,生產,T160920,13839,2,456,
PA02,2016/11/1 09:54,2.67,異常,異常,生產,T160920,13841,0,456,送料X軸異常
PA02,2016/11/1 09:56,0.17,自動運轉中,生產,生產,T160920,13841,0,456,
PA02,2016/11/1 09:56,0.33,異常,異常,生產,T160920,13841,0,456,送料X軸異常
PA02,2016/11/1 09:57,0.67,自動運轉中,生產,生產,T160920,13841,4,456,
PA02,2016/11/1 09:57,0.68,異常,異常,生產,T160920,13845,0,456,推料異常
PA02,2016/11/1 09:58,0.17,自動運轉中,生產,生產,T160920,13845,2,456,
PA02,2016/11/1 09:58,2.17,異常,異常,生產,T160920,13847,2,456,通鐵屑異常
PA02,2016/11/1 10:00,2.5,自動運轉中,生產,生產,T160920,13849,14,456,
PA02,2016/11/1 10:03,0.67,異常,異常,生產,T160920,13863,2,456,送料X軸異常
PA02,2016/11/1 10:04,6.5,自動運轉中,生產,生產,T160920,13865,36,456,
PA02,2016/11/1 10:10,2.85,異常,異常,生產,T160920,13901,0,456,無料異常
PA02,2016/11/1 10:13,0.5,自動運轉中,生產,生產,T160920,13901,2,456,
PA02,2016/11/1 10:13,0.5,異常,異常,生產,T160920,13903,1,456,通鐵屑異常
PA02,2016/11/1 10:14,0.33,自動運轉中,生產,生產,T160920,13904,0,456,
PA02,2016/11/1 10:14,0.5,異常,異常,生產,T160920,13904,0,456,通鐵屑異常
PA02,2016/11/1 10:15,8.33,自動運轉中,生產,生產,T160920,13904,47,456,
PA02,2016/11/1 10:23,11.85,異常,異常,生產,T160920,13951,1,456,送料X軸異常
PA02,2016/11/1 10:35,1,自動運轉中,生產,生產,T160920,13952,5,456,
PA02,2016/11/1 10:36,0.33,異常,異常,生產,T160920,13957,0,456,送料X軸異常
PA02,2016/11/1 10:36,0.17,自動運轉中,生產,生產,T160920,13957,1,456,
PA02,2016/11/1 10:36,0.5,異常,異常,生產,T160920,13958,1,456,通鐵屑異常
PA02,2016/11/1 10:37,7.18,自動運轉中,生產,生產,T160920,13959,40,456,
PA02,2016/11/1 10:44,1.83,異常,異常,生產,T160920,13999,2,456,通鐵屑異常
PA02,2016/11/1 10:46,1.5,自動運轉中,生產,生產,T160920,14001,7,456,
PA02,2016/11/1 10:47,2.33,異常,異常,生產,T160920,14008,0,456,通鐵屑異常
PA02,2016/11/1 10:50,0.5,自動運轉中,生產,生產,T160920,14008,2,456,
PA02,2016/11/1 10:50,0.33,自動RDY,異常,生產,T160920,14010,0,456,
PA02,2016/11/1 10:51,3.33,自動運轉中,生產,生產,T160920,14010,18,456,
PA02,2016/11/1 10:54,1,異常,異常,生產,T160920,14028,0,456,通鐵屑異常
PA02,2016/11/1 10:55,1.68,自動運轉中,生產,生產,T160920,14028,8,456,
PA02,2016/11/1 10:57,2.83,自動RDY,異常,生產,T160920,14036,1,456,送料X軸異常
PA02,2016/11/1 10:59,0.5,自動運轉中,生產,生產,T160920,14037,3,456,
PA02,2016/11/1 11:00,0.83,異常,異常,生產,T160920,14040,0,456,推料異常
PA02,2016/11/1 11:01,1.33,自動運轉中,生產,生產,T160920,14040,7,456,
PA02,2016/11/1 11:02,0.5,異常,異常,生產,T160920,14047,0,456,通鐵屑異常
PA02,2016/11/1 11:03,6.5,自動運轉中,生產,生產,T160920,14047,36,456,
PA02,2016/11/1 11:09,1.33,異常,異常,生產,T160920,14083,0,456,通鐵屑異常
PA02,2016/11/1 11:10,1.5,自動運轉中,生產,生產,T160920,14083,8,456,
PA02,2016/11/1 11:12,2.18,異常,異常,生產,T160920,14091,1,456,通鐵屑異常
PA02,2016/11/1 11:14,0.33,自動運轉中,生產,生產,T160920,14092,0,456,
PA02,2016/11/1 11:15,0.67,異常,異常,生產,T160920,14092,1,456,通鐵屑異常
PA02,2016/11/1 11:15,0.5,自動運轉中,生產,生產,T160920,14093,2,456,
PA02,2016/11/1 11:16,3.17,異常,異常,生產,T160920,14095,0,456,通鐵屑異常
PA02,2016/11/1 11:19,0.83,自動運轉中,生產,生產,T160920,14095,4,456,
PA02,2016/11/1 11:20,2,異常,異常,生產,T160920,14099,0,456,通鐵屑異常
PA02,2016/11/1 11:22,0.33,自動運轉中,生產,生產,T160920,14099,1,456,
PA02,2016/11/1 11:22,1.33,異常,異常,生產,T160920,14100,0,456,送料X軸異常
PA02,2016/11/1 11:23,0.5,自動運轉中,生產,生產,T160920,14100,3,456,
PA02,2016/11/1 11:24,0.5,異常,異常,生產,T160920,14103,0,456,通鐵屑異常
PA02,2016/11/1 11:24,0.33,自動運轉中,生產,生產,T160920,14103,2,456,
PA02,2016/11/1 11:25,2.35,自動RDY,異常,生產,T160920,14105,0,456,不明原因
PA02,2016/11/1 11:27,0.67,自動運轉中,生產,生產,T160920,14105,3,456,
PA02,2016/11/1 11:28,1.25,自動RDY,關機準備,生產,T160920,14108,1,456,
PA02,2016/11/1 11:29,58.03,斷線,關機,生產,T160920,14109,0,456,
PA02,2016/11/1 12:27,2.5,運轉停止,開機準備,生產,T160920,14109,0,456,
PA02,2016/11/1 12:29,1.83,自動運轉中,生產,生產,T160920,14109,10,456,
PA02,2016/11/1 12:31,0.33,異常,異常,生產,T160920,14119,0,456,無料異常
PA02,2016/11/1 12:32,0.33,自動運轉中,生產,生產,T160920,14119,1,456,
PA02,2016/11/1 12:32,0.5,異常,異常,生產,T160920,14120,0,456,通鐵屑異常
PA02,2016/11/1 12:32,0.17,自動運轉中,生產,生產,T160920,14120,2,456,
PA02,2016/11/1 12:33,0.5,自動RDY,異常,生產,T160920,14122,0,456,不明原因
PA02,2016/11/1 12:33,1.85,自動運轉中,生產,生產,T160920,14122,9,456,
PA02,2016/11/1 12:35,0.33,異常,異常,生產,T160920,14131,0,456,通鐵屑異常
PA02,2016/11/1 12:35,0.33,自動運轉中,生產,生產,T160920,14131,2,456,
PA02,2016/11/1 12:36,1.83,自動RDY,異常,生產,T160920,14133,1,456,不明原因
PA02,2016/11/1 12:37,1.17,自動運轉中,生產,生產,T160920,14134,6,456,
PA02,2016/11/1 12:39,0.83,異常,異常,生產,T160920,14140,1,456,推料異常
PA02,2016/11/1 12:39,0.83,自動運轉中,生產,生產,T160920,14141,4,456,
PA02,2016/11/1 12:40,0.5,異常,異常,生產,T160920,14145,1,456,通鐵屑異常
PA02,2016/11/1 12:41,1.5,自動運轉中,生產,生產,T160920,14146,7,456,
PA02,2016/11/1 12:42,0.5,異常,異常,生產,T160920,14153,1,456,通鐵屑異常
PA02,2016/11/1 12:43,1.17,自動運轉中,生產,生產,T160920,14154,5,456,
PA02,2016/11/1 12:44,1.5,異常,異常,生產,T160920,14159,0,456,無料異常
PA02,2016/11/1 12:45,0.5,自動運轉中,生產,生產,T160920,14159,3,456,
PA02,2016/11/1 12:46,4.18,異常,異常,生產,T160920,14162,0,456,通鐵屑異常
PA02,2016/11/1 12:50,0.5,自動運轉中,生產,生產,T160920,14162,3,456,
PA02,2016/11/1 12:51,0.83,異常,異常,生產,T160920,14165,0,456,通鐵屑異常
PA02,2016/11/1 12:52,0.83,自動運轉中,生產,生產,T160920,14165,3,456,
PA02,2016/11/1 12:52,3.17,異常,異常,生產,T160920,14168,0,456,通鐵屑異常
PA02,2016/11/1 12:56,0.67,自動運轉中,生產,生產,T160920,14168,5,456,
PA02,2016/11/1 12:56,1.33,異常,異常,生產,T160920,14173,0,456,通鐵屑異常
PA02,2016/11/1 12:58,0.83,自動運轉中,生產,生產,T160920,14173,4,456,
PA02,2016/11/1 12:58,2.17,異常,異常,生產,T160920,14177,1,456,無料異常
PA02,2016/11/1 13:01,8.02,自動運轉中,生產,生產,T160920,14178,46,456,
PA02,2016/11/1 13:09,0.5,異常,異常,生產,T160920,14224,0,456,通鐵屑異常
PA02,2016/11/1 13:09,1.83,自動運轉中,生產,生產,T160920,14224,10,456,
PA02,2016/11/1 13:11,2.33,異常,異常,生產,T160920,14234,0,456,通鐵屑異常
PA02,2016/11/1 13:13,2.67,自動運轉中,生產,生產,T160920,14234,14,456,
PA02,2016/11/1 13:16,1.83,異常,異常,生產,T160920,14248,0,456,通鐵屑異常
PA02,2016/11/1 13:18,0.33,自動運轉中,生產,生產,T160920,14248,2,456,
PA02,2016/11/1 13:18,6.18,自動空沖RDY,異常,生產,T160920,14250,0,456,不明原因
PA02,2016/11/1 13:24,8.17,自動運轉中,生產,生產,T160920,14250,45,456,
PA02,2016/11/1 13:32,0.17,異常,異常,生產,T160920,14295,0,456,送料X軸異常
PA02,2016/11/1 13:33,0.83,自動運轉中,生產,生產,T160920,14295,4,456,
PA02,2016/11/1 13:33,1.35,異常,異常,生產,T160920,14299,1,456,無料異常
PA02,2016/11/1 13:35,0.83,自動運轉中,生產,生產,T160920,14300,4,456,
PA02,2016/11/1 13:36,0.17,異常,異常,生產,T160920,14304,0,456,通鐵屑異常
PA02,2016/11/1 13:36,1.17,自動運轉中,生產,生產,T160920,14304,6,456,
PA02,2016/11/1 13:37,1,異常,異常,生產,T160920,14310,2,456,通鐵屑異常
PA02,2016/11/1 13:38,0.67,自動運轉中,生產,生產,T160920,14312,3,456,
PA02,2016/11/1 13:39,1.67,異常,異常,生產,T160920,14315,0,456,送料X軸異常
PA02,2016/11/1 13:40,2,自動運轉中,生產,生產,T160920,14315,10,456,
PA02,2016/11/1 13:42,1.17,異常,異常,生產,T160920,14325,0,456,通鐵屑異常
PA02,2016/11/1 13:43,5.02,自動運轉中,生產,生產,T160920,14325,28,456,
PA02,2016/11/1 13:48,0.17,異常,異常,生產,T160920,14353,0,456,無料異常
PA02,2016/11/1 13:49,0.83,自動運轉中,生產,生產,T160920,14353,5,456,
PA02,2016/11/1 13:49,2,異常,異常,生產,T160920,14358,0,456,送料X軸異常
PA02,2016/11/1 13:51,3.67,自動運轉中,生產,生產,T160920,14358,21,456,
PA02,2016/11/1 13:55,3.67,異常,異常,生產,T160920,14379,0,456,送料X軸異常
PA02,2016/11/1 13:59,9.18,自動運轉中,生產,生產,T160920,14379,52,456,
PA02,2016/11/1 14:08,3.17,異常,異常,生產,T160920,14431,0,456,送料X軸異常
PA02,2016/11/1 14:11,10.52,自動運轉中,生產,生產,T160920,14431,60,456,
PA02,2016/11/1 14:22,0.5,異常,異常,生產,T160920,14491,1,456,送料X軸異常
PA02,2016/11/1 14:22,6.5,自動運轉中,生產,生產,T160920,14492,36,456,
PA02,2016/11/1 14:29,0.33,異常,異常,生產,T160920,14528,0,456,無料異常
PA02,2016/11/1 14:29,6.18,自動運轉中,生產,生產,T160920,14528,35,456,
PA02,2016/11/1 14:35,1.83,異常,異常,生產,T160920,14563,1,456,送料X軸異常
PA02,2016/11/1 14:37,10.52,自動運轉中,生產,生產,T160920,14564,59,456,
PA02,2016/11/1 14:47,2.67,異常,異常,生產,T160920,14623,0,456,無料異常
PA02,2016/11/1 14:50,0.67,自動運轉中,生產,生產,T160920,14623,5,456,
PA02,2016/11/1 14:51,2.33,異常,異常,生產,T160920,14628,0,456,通鐵屑異常
PA02,2016/11/1 14:53,74.25,運轉停止,調機,調機,T160920,14628,1,456,
PA02,2016/11/1 16:07,0.17,半自動RDY,異常,生產,T160920,14629,0,456,
PA02,2016/11/1 16:08,3.68,自動運轉中,生產,生產,T160920,14629,20,456,
PA02,2016/11/1 16:11,0.17,異常,異常,生產,T160920,14649,0,456,無料異常
PA02,2016/11/1 16:11,0.83,自動運轉中,生產,生產,T160920,14649,5,456,
PA02,2016/11/1 16:12,0.83,異常,異常,生產,T160920,14654,0,456,送料X軸異常
PA02,2016/11/1 16:13,1.5,自動運轉中,生產,生產,T160920,14654,8,456,
PA02,2016/11/1 16:15,0.33,異常,異常,生產,T160920,14662,0,456,無料異常
PA02,2016/11/1 16:15,8.85,自動運轉中,生產,生產,T160920,14662,50,456,
PA02,2016/11/1 16:24,2.67,異常,異常,生產,T160920,14712,0,456,送料X軸異常
PA02,2016/11/1 16:26,12.52,自動運轉中,生產,生產,T160920,14712,71,456,
PA02,2016/11/1 16:39,1.33,異常,異常,生產,T160920,14783,2,456,無料異常
PA02,2016/11/1 16:40,2.5,自動運轉中,生產,生產,T160920,14785,13,456,
PA02,2016/11/1 16:43,1.83,異常,異常,生產,T160920,14798,1,456,無料異常
PA02,2016/11/1 16:45,15.52,自動運轉中,生產,生產,T160920,14799,88,456,
PA02,2016/11/1 17:00,120.55,自動RDY,關機準備,生產,T160920,14887,0,456,
PA02,2016/11/1 19:01,738.18,斷線,關機,生產,T160920,14887,0,456,
PA02,2016/11/2 07:19,20.03,運轉停止,開機準備,生產,T160920,14887,0,456,
PA02,2016/11/2 07:39,1.83,自動運轉中,生產,生產,T160920,14887,10,456,
PA02,2016/11/2 07:41,0.5,異常,異常,生產,T160920,14897,0,456,送料X軸異常
PA02,2016/11/2 07:41,2,自動運轉中,生產,生產,T160920,14897,11,456,
PA02,2016/11/2 07:43,0.33,異常,異常,生產,T160920,14908,0,456,送料X軸異常
PA02,2016/11/2 07:44,4.5,自動運轉中,生產,生產,T160920,14908,24,456,
PA02,2016/11/2 07:48,0.17,異常,異常,生產,T160920,14932,0,456,無料異常
PA02,2016/11/2 07:48,21.53,自動運轉中,生產,生產,T160920,14932,122,456,
PA02,2016/11/2 08:10,0.67,異常,異常,生產,T160920,15054,0,456,送料X軸異常
PA02,2016/11/2 08:10,4.83,自動運轉中,生產,生產,T160920,15054,27,456,
PA02,2016/11/2 08:15,0.5,異常,異常,生產,T160920,15081,1,456,送料X軸異常
PA02,2016/11/2 08:16,2.5,自動運轉中,生產,生產,T160920,15082,13,456,
PA02,2016/11/2 08:18,1.68,異常,異常,生產,T160920,15095,0,456,通鐵屑異常
PA02,2016/11/2 08:20,5.67,自動運轉中,生產,生產,T160920,15095,32,456,
PA02,2016/11/2 08:26,0.33,異常,異常,生產,T160920,15127,0,456,通鐵屑異常
PA02,2016/11/2 08:26,0.5,自動運轉中,生產,生產,T160920,15127,2,456,
PA02,2016/11/2 08:26,1.33,異常,異常,生產,T160920,15129,1,456,無料異常
PA02,2016/11/2 08:28,7.52,自動運轉中,生產,生產,T160920,15130,43,456,
PA02,2016/11/2 08:35,0.33,異常,異常,生產,T160920,15173,1,456,無料異常
PA02,2016/11/2 08:36,5.17,自動運轉中,生產,生產,T160920,15174,30,456,
PA02,2016/11/2 08:41,0.5,異常,異常,生產,T160920,15204,0,456,推料異常
PA02,2016/11/2 08:41,24.2,自動運轉中,生產,生產,T160920,15204,137,456,
PA02,2016/11/2 09:05,1.5,異常,異常,生產,T160920,15341,0,456,無料異常
PA02,2016/11/2 09:07,12.35,自動運轉中,生產,生產,T160920,15341,69,456,
PA02,2016/11/2 09:19,3.33,異常,異常,生產,T160920,15410,0,456,無料異常
PA02,2016/11/2 09:23,7.67,自動運轉中,生產,生產,T160920,15410,43,456,
PA02,2016/11/2 09:30,0.5,異常,異常,生產,T160920,15453,0,456,通鐵屑異常
PA02,2016/11/2 09:31,0.83,自動運轉中,生產,生產,T160920,15453,0,456,
PA02,2016/11/2 09:32,7.85,自動空沖RDY,異常,生產,T160920,15453,0,456,不明原因
PA02,2016/11/2 09:40,5.17,自動空沖RDY,調機,調機,T160920,15453,0,456,
PA02,2016/11/2 09:45,11.18,自動運轉中,生產,調機,T160920,15453,63,456,
PA02,2016/11/2 09:56,0.83,異常,異常,生產,T160920,15516,0,456,通鐵屑異常
PA02,2016/11/2 09:57,1.83,自動運轉中,生產,生產,T160920,15516,0,456,
PA02,2016/11/2 09:59,1,運轉停止,異常,生產,T160920,15516,0,456,不明原因
PA02,2016/11/2 10:00,33.22,運轉停止,調機,調機,T160920,15516,1,456,
PA02,2016/11/2 10:33,0.33,自動運轉中,生產,生產,T160920,15517,1,456,
PA02,2016/11/2 10:33,0.33,異常,異常,生產,T160920,15518,0,456,通鐵屑異常
PA02,2016/11/2 10:33,4.17,自動運轉中,生產,生產,T160920,15518,22,456,
PA02,2016/11/2 10:38,1,異常,異常,生產,T160920,15540,0,456,無料異常
PA02,2016/11/2 10:39,16.68,自動運轉中,生產,生產,T160920,15540,94,456,
PA02,2016/11/2 10:55,2.67,異常,異常,生產,T160920,15634,1,456,無料異常
PA02,2016/11/2 10:58,10.52,自動運轉中,生產,生產,T160920,15635,59,456,
PA02,2016/11/2 11:08,1.5,異常,異常,生產,T160920,15694,0,456,推料異常
PA02,2016/11/2 11:10,1.33,自動運轉中,生產,生產,T160920,15694,6,456,
PA02,2016/11/2 11:11,2.17,異常,異常,生產,T160920,15700,2,456,推料異常
PA02,2016/11/2 11:13,11.68,自動運轉中,生產,生產,T160920,15702,66,456,
PA02,2016/11/2 11:25,4.25,異常,關機準備,生產,T160920,15768,1,456,
PA02,2016/11/2 11:29,57.32,斷線,關機,生產,T160920,15769,0,456,
PA02,2016/11/2 12:27,2.35,自動RDY,開機準備,生產,T160920,15769,0,456,
PA02,2016/11/2 12:29,4,自動運轉中,生產,生產,T160920,15769,21,456,
PA02,2016/11/2 12:33,0.5,異常,異常,生產,T160920,15790,1,456,推料異常
PA02,2016/11/2 12:34,6.5,自動運轉中,生產,生產,T160920,15791,38,456,
PA02,2016/11/2 12:40,4.68,異常,異常,生產,T160920,15829,0,456,推料異常
PA02,2016/11/2 12:45,40.05,自動運轉中,生產,生產,T160920,15829,229,456,
PA02,2016/11/2 13:25,0.83,異常,異常,生產,T160920,16058,0,456,推料異常
PA02,2016/11/2 13:26,13.85,自動運轉中,生產,生產,T160920,16058,79,456,
PA02,2016/11/2 13:39,0.5,異常,異常,生產,T160920,16137,0,456,推料異常
PA02,2016/11/2 13:40,4.17,自動運轉中,生產,生產,T160920,16137,23,456,
PA02,2016/11/2 13:44,1,異常,異常,生產,T160920,16160,0,456,無料異常
PA02,2016/11/2 13:45,8.52,自動運轉中,生產,生產,T160920,16160,47,456,
PA02,2016/11/2 13:54,1.5,異常,異常,生產,T160920,16207,0,456,送料Y軸異常
PA02,2016/11/2 13:55,16.52,自動運轉中,生產,生產,T160920,16207,95,456,
PA02,2016/11/2 14:12,5.67,異常,異常,生產,T160920,16302,0,456,推料異常
PA02,2016/11/2 14:17,8.35,自動運轉中,生產,生產,T160920,16302,45,456,
PA02,2016/11/2 14:26,0.33,異常,異常,生產,T160920,16347,2,456,無料異常
PA02,2016/11/2 14:26,5,自動運轉中,生產,生產,T160920,16349,28,456,
PA02,2016/11/2 14:31,0.83,異常,異常,生產,T160920,16377,0,456,送料X軸異常
PA02,2016/11/2 14:32,4.18,自動運轉中,生產,生產,T160920,16377,23,456,
PA02,2016/11/2 14:36,0.5,異常,異常,生產,T160920,16400,0,456,無料異常
PA02,2016/11/2 14:37,7.5,自動運轉中,生產,生產,T160920,16400,43,456,
PA02,2016/11/2 14:44,2.33,異常,異常,生產,T160920,16443,1,456,推料異常
PA02,2016/11/2 14:46,14.52,自動運轉中,生產,生產,T160920,16444,82,456,
PA02,2016/11/2 15:01,0.67,異常,異常,生產,T160920,16526,0,456,無料異常
PA02,2016/11/2 15:02,17.53,自動運轉中,生產,生產,T160920,16526,100,456,
PA02,2016/11/2 15:19,0.83,異常,異常,生產,T160920,16626,1,456,推料異常
PA02,2016/11/2 15:20,2.33,自動運轉中,生產,生產,T160920,16627,12,456,
PA02,2016/11/2 15:22,0.5,異常,異常,生產,T160920,16639,1,456,傳動軸前端異常
PA02,2016/11/2 15:23,8.67,自動運轉中,生產,生產,T160920,16640,49,456,
PA02,2016/11/2 15:31,2.35,異常,異常,生產,T160920,16689,1,456,推料異常
PA02,2016/11/2 15:34,7.67,自動運轉中,生產,生產,T160920,16690,43,456,
PA02,2016/11/2 15:41,0.17,異常,異常,生產,T160920,16733,0,456,通鐵屑異常
PA02,2016/11/2 15:42,1.83,自動運轉中,生產,生產,T160920,16733,0,456,
PA02,2016/11/2 15:43,23.53,運轉停止,調機,調機,T160920,16733,1,456,
PA02,2016/11/2 16:07,32.2,自動運轉中,生產,調機,T160920,16734,183,456,
PA02,2016/11/2 16:39,5,異常,調機,調機,T160920,16917,0,456,
PA02,2016/11/2 16:44,14.35,自動運轉中,生產,調機,T160920,16917,81,456,
PA02,2016/11/2 16:59,125.57,自動空沖RDY,調機,調機,T160920,16998,1,456,
PA02,2016/11/2 19:04,736,斷線,關機,調機,T160920,16999,0,456,
PA02,2016/11/3 07:20,11.02,運轉停止,調機,調機,T160920,16999,0,456,
PA02,2016/11/3 07:31,2.17,自動運轉中,生產,調機,T160920,16999,12,456,
PA02,2016/11/3 07:33,2.33,異常,調機,調機,T160920,17011,0,456,
PA02,2016/11/3 07:36,11.52,自動運轉中,生產,調機,T160920,17011,64,456,
PA02,2016/11/3 07:47,3.17,異常,調機,調機,T160920,17075,1,456,
PA02,2016/11/3 07:50,0.67,自動運轉中,生產,調機,T160920,17076,2,456,
PA02,2016/11/3 07:51,2.17,異常,調機,調機,T160920,17078,2,456,
PA02,2016/11/3 07:53,35.55,自動運轉中,生產,調機,T160920,17080,200,456,
PA02,2016/11/3 08:29,1.17,異常,調機,調機,T160920,17280,0,456,
PA02,2016/11/3 08:30,22.35,自動運轉中,生產,調機,T160920,17280,127,456,
PA02,2016/11/3 08:52,0.67,異常,調機,調機,T160920,17407,1,456,
PA02,2016/11/3 08:53,13.35,自動運轉中,生產,調機,T160920,17408,75,456,
PA02,2016/11/3 09:06,1.83,異常,調機,調機,T160920,17483,1,456,
PA02,2016/11/3 09:08,0.5,自動運轉中,生產,調機,T160920,17484,1,456,
PA02,2016/11/3 09:09,0.67,異常,調機,調機,T160920,17485,0,456,
PA02,2016/11/3 09:09,3.02,自動運轉中,生產,調機,T160920,17485,16,456,
PA02,2016/11/3 09:12,1.5,異常,調機,調機,T160920,17501,0,456,
PA02,2016/11/3 09:14,2.17,自動運轉中,生產,調機,T160920,17501,11,456,
PA02,2016/11/3 09:16,0.17,異常,調機,調機,T160920,17512,1,456,
PA02,2016/11/3 09:16,45.22,自動運轉中,生產,調機,T160920,17513,257,456,
PA02,2016/11/3 10:01,18.02,異常,調機,調機,T160920,17770,0,456,
PA02,2016/11/3 10:19,70.17,模子沖板RDY,待模具,待模具,T160920,17770,0,456,
PA02,2016/11/3 11:29,58.37,斷線,關機,待模具,T160920,17770,0,456,
